ts_code,total_assets,total_liab,goodwill
605133.SH,1997700637.35,360943240.05,
605133.SH,1997700637.35,360943240.05,
605133.SH,1955450236.36,327712800.39,
605133.SH,2052869594.91,425845374.64,
605133.SH,1616157017.48,763881944.69,
605133.SH,1616157017.48,763881944.69,
605133.SH,1538619864.35,727313656.97,
605133.SH,1446199565.82,662959608.62,
605133.SH,1446199565.82,662959608.62,
605133.SH,1535104622.97,782516411.59,
605133.SH,1535104622.97,782516411.59,
605133.SH,1303086184.91,718718526.35,
605133.SH,1303086184.91,718718526.35,
605133.SH,1165744352.09,471882682.95,
605133.SH,1165744352.09,471882682.95,
