ts_code,total_assets,total_liab,goodwill
688238.SH,2352528860.41,190388657.33,
688238.SH,2540590051.2,396450819.33,
688238.SH,2518637086.1,386748627.13,
688238.SH,1263437874.85,345771250.01,
688238.SH,1263437874.85,345771250.01,
688238.SH,1114916575.81,227023473.19,
688238.SH,1114916575.81,227023473.19,
688238.SH,1045107678.34,175574414.18,
688238.SH,948236294.32,98786574.54,
688238.SH,948236294.32,98786574.54,
688238.SH,204865007.29,110942348.8,
688238.SH,204865007.29,110942348.8,
688238.SH,176497023.72,95260608.23,
