ts_code,total_assets,total_liab,goodwill
688486.SH,1444260564.37,47235528.18,
688486.SH,1421484576.42,53198244.22,
688486.SH,1421484576.42,53198244.22,
688486.SH,1399138114.26,45395852.84,
688486.SH,359687379.31,43525181.04,
688486.SH,359687379.31,43525181.04,
688486.SH,351512742.01,55537817.45,
688486.SH,341228053.96,54885482.86,
688486.SH,331318328.9,55917553.14,
688486.SH,331318328.9,55917553.14,
688486.SH,240010324.71,38180901.96,
688486.SH,240010324.71,38180901.96,
688486.SH,193858072.04,27917593.41,
688486.SH,193858072.04,27917593.41,
