ts_code,total_assets,total_liab,goodwill
688548.SH,7233428115.27,1562469332.43,562909144.07
688548.SH,4316773750.11,1798924375.05,562909144.07
688548.SH,4316773750.11,1798924375.05,562909144.07
688548.SH,3870491894.57,1440880120.74,562909144.07
688548.SH,3763513710.32,1409413690.7,562909144.07
688548.SH,3763513710.32,1409413690.7,562909144.07
688548.SH,3081068948.54,883976697.92,562909144.07
688548.SH,3081068948.54,883976697.92,562909144.07
688548.SH,2384704267.73,1292617321.0,551916002.8
688548.SH,2384704267.73,1292617321.0,551916002.8
