ts_code,total_assets,total_liab,goodwill
605196.SH,4028620167.07,1884517167.96,429493.52
605196.SH,4028620167.07,1884517167.96,429493.52
605196.SH,3680743828.72,1557389513.13,433055.2
605196.SH,3012472932.52,1239226256.92,439736.74
605196.SH,3012472932.52,1239226256.92,439736.74
605196.SH,3033456402.08,1275707196.24,444659.97
605196.SH,3033456402.08,1275707196.24,444659.97
605196.SH,2694954027.63,1078909552.13,466525.98
605196.SH,2694954027.63,1078909552.13,466525.98
605196.SH,2315265633.78,822920756.89,451404.62
605196.SH,2315265633.78,822920756.89,451404.62
