ts_code,total_assets,total_liab,goodwill
603150.SH,2236654064.92,934771750.95,1464570.37
603150.SH,2180024047.32,928073423.26,1464570.37
603150.SH,2237416833.21,979894959.37,
603150.SH,1668239226.55,1020467505.37,
603150.SH,1581336029.63,973178914.44,
603150.SH,1581336029.63,973178914.44,
603150.SH,1525574636.05,939830789.34,
603150.SH,1473098505.35,913673540.75,
603150.SH,1473098505.35,913673540.75,
603150.SH,1182147000.04,709011365.58,
603150.SH,1182147000.04,709011365.58,
603150.SH,923141746.73,555529655.41,
