ts_code,total_assets,total_liab,goodwill
300970.SZ,1821346947.47,408642364.75,
300970.SZ,1821346947.47,408642364.75,
300970.SZ,1780569805.14,362622375.56,
300970.SZ,1160536055.74,279153196.73,
300970.SZ,1160536055.74,279153196.73,
300970.SZ,1164722157.98,313672792.1,
300970.SZ,1164722157.98,313672792.1,
300970.SZ,1043429381.99,253931105.95,
300970.SZ,1043429381.99,253931105.95,
300970.SZ,1017724461.83,280517298.25,
300970.SZ,1017724461.83,280517298.25,
300970.SZ,918631242.74,301265661.8,
300970.SZ,727177769.51,124242206.12,
