ts_code,total_assets,total_liab,goodwill
688191.SH,1084805768.64,290124066.3,
688191.SH,1084805768.64,290124066.3,
688191.SH,1094790160.37,329092703.75,
688191.SH,667570098.47,274944867.96,
688191.SH,667570098.47,274944867.96,
688191.SH,717467963.38,323162417.99,
688191.SH,717467963.38,323162417.99,
688191.SH,641453264.39,289171687.79,
688191.SH,583791088.89,252030083.78,
688191.SH,583791088.89,252030083.78,
688191.SH,514523334.85,212394817.24,
688191.SH,514523334.85,212394817.24,
688191.SH,352270865.73,130947222.68,
688191.SH,206038672.19,74288973.08,
