ts_code,total_assets,total_liab,goodwill
688226.SH,1431512398.8,553098437.97,2968160.72
688226.SH,1431512398.8,553098437.97,2968160.72
688226.SH,1476016098.98,612281612.19,2968160.72
688226.SH,1229118391.0,575408060.96,2968160.72
688226.SH,1229118391.0,575408060.96,2968160.72
688226.SH,1184233506.24,546568954.8,2968160.72
688226.SH,1184233506.24,546568954.8,2968160.72
688226.SH,1003833181.87,403331411.56,2968160.72
688226.SH,1003833181.87,403331411.56,2968160.72
688226.SH,1010152216.62,419678057.84,2968160.72
688226.SH,1010152216.62,419678057.84,2968160.72
688226.SH,972131318.85,443598554.33,
