ts_code,total_assets,total_liab,goodwill
300973.SZ,2340991767.16,462460502.62,
300973.SZ,2340991767.16,462460502.62,
300973.SZ,2245913033.82,435968476.91,
300973.SZ,1154144749.0,429005611.24,
300973.SZ,1154144749.0,429005611.24,
300973.SZ,974685209.23,322699319.71,
300973.SZ,974685209.23,322699319.71,
300973.SZ,756897166.49,261008652.9,
300973.SZ,756897166.49,261008652.9,
300973.SZ,795257971.23,324567226.04,
300973.SZ,795257971.23,324567226.04,
300973.SZ,618260695.9,312674034.37,
300973.SZ,456903750.83,262391632.71,
