ts_code,total_assets,total_liab,goodwill
300968.SZ,2264368416.44,401539287.93,
300968.SZ,2264368416.44,401539287.93,
300968.SZ,2237219444.32,392034911.47,
300968.SZ,1694141032.12,493883769.51,
300968.SZ,1694141032.12,493883769.51,
300968.SZ,1813200920.32,644249239.83,
300968.SZ,1813200920.32,644249239.83,
300968.SZ,1454280519.79,408381341.12,
300968.SZ,1454280519.79,408381341.12,
300968.SZ,1389870512.86,393864130.68,
300968.SZ,1389870512.86,393864130.68,
300968.SZ,1210168555.45,332273311.48,
300968.SZ,1215804946.13,410248972.18,
