ts_code,total_assets,total_liab,goodwill
688217.SH,948523861.05,52773196.26,46312192.95
688217.SH,948523861.05,52773196.26,46312192.95
688217.SH,943852748.75,64840422.53,46312192.95
688217.SH,727594305.89,50316451.53,46312192.95
688217.SH,727594305.89,50316451.53,46312192.95
688217.SH,711712727.06,49924013.97,46312192.95
688217.SH,711712727.06,49924013.97,46312192.95
688217.SH,655813380.17,47841469.13,23524461.42
688217.SH,655813380.17,47841469.13,23524461.42
688217.SH,617607762.09,45583568.1,24064240.89
