ts_code,total_assets,total_liab,goodwill
688239.SH,2090023766.03,1097646397.13,
688239.SH,2090023766.03,1097646397.13,
688239.SH,2104571515.94,1141220975.15,
688239.SH,1619529971.97,1034193932.75,
688239.SH,1619529971.97,1034193932.75,
688239.SH,1428337014.72,875513422.36,
688239.SH,1428337014.72,875513422.36,
688239.SH,1158534663.58,647892664.15,
688239.SH,1158534663.58,647892664.15,
688239.SH,1144707090.12,664578387.36,
688239.SH,1144707090.12,664578387.36,
688239.SH,845583036.22,419319274.01,
