ts_code,total_assets,total_liab,goodwill
603324.SH,2031892858.25,716085453.44,
603324.SH,2031892858.25,716085453.44,
603324.SH,1914325314.24,636668434.28,
603324.SH,1839202773.23,564657037.11,
603324.SH,1839202773.23,564657037.11,
603324.SH,1334006677.72,631039981.58,
603324.SH,1334006677.72,631039981.58,
603324.SH,1137698137.23,506459810.66,
603324.SH,1137698137.23,506459810.66,
603324.SH,1359625038.62,778267832.3,
603324.SH,1359625038.62,778267832.3,
603324.SH,1098626964.7,630433925.9,
603324.SH,545293262.85,439187534.42,
