ts_code,total_assets,total_liab,goodwill
300942.SZ,1107073439.24,205909931.81,
300942.SZ,1107073439.24,205909931.81,
300942.SZ,1088282961.78,219237622.21,
300942.SZ,998848324.21,187546186.0,
300942.SZ,998848324.21,187546186.0,
300942.SZ,652886483.47,103903179.01,
300942.SZ,652886483.47,103903179.01,
300942.SZ,657192008.9,122042300.34,
300942.SZ,652769760.97,130036925.09,
300942.SZ,652769760.97,130036925.09,
300942.SZ,619665211.31,91345707.62,
300942.SZ,619665211.31,91345707.62,
300942.SZ,296833605.0,74216114.68,
300942.SZ,173799184.07,59194470.28,
