ts_code,total_assets,total_liab,goodwill
301216.SZ,11410166681.61,5889796969.25,
301216.SZ,11020247266.23,5841425289.94,
301216.SZ,11023966174.39,6029788950.44,
301216.SZ,6981242957.68,5188111793.15,
301216.SZ,6997163399.57,5206916709.26,
301216.SZ,5476035289.79,3939493887.31,
301216.SZ,5476035289.79,3939493887.31,
301216.SZ,4839324823.82,3491674059.95,
301216.SZ,4839324823.82,3491674059.95,
301216.SZ,4671454437.18,3454077210.24,
301216.SZ,4671454437.18,3454077210.24,
301216.SZ,4311682383.79,3561456703.14,
301216.SZ,4311682383.79,3561456703.14,
