ts_code,total_assets,total_liab,goodwill
688616.SH,866735610.49,161975949.52,8388793.76
688616.SH,866735610.49,161975949.52,8388793.76
688616.SH,833696721.6,138192555.61,
688616.SH,883972673.66,177038955.88,
688616.SH,883972673.66,177038955.88,
688616.SH,706032301.41,245544300.06,
688616.SH,706032301.41,245544300.06,
688616.SH,654677182.93,233238155.45,
688616.SH,654677182.93,233238155.45,
688616.SH,640483291.64,242466429.97,
688616.SH,640483291.64,242466429.97,
688616.SH,593351678.39,246266802.31,
688616.SH,516039667.47,189551338.06,
