ts_code,total_assets,total_liab,goodwill
688687.SH,1976831133.34,326838040.76,
688687.SH,1976831133.34,326838040.76,
688687.SH,1955644343.17,355357323.33,
688687.SH,1903141538.51,304593708.85,
688687.SH,1172195107.0,318560371.26,
688687.SH,1172195107.0,318560371.26,
688687.SH,1068503025.12,235437023.68,
688687.SH,1021678972.37,214031100.51,
688687.SH,1021678972.37,214031100.51,
688687.SH,1052515177.63,280669809.92,
688687.SH,1052515177.63,280669809.92,
688687.SH,814562735.51,159687935.41,
688687.SH,723607233.38,111242420.65,
