ts_code,total_assets,total_liab,goodwill
300946.SZ,1158931991.52,185314684.22,
300946.SZ,1158931991.52,185314684.22,
300946.SZ,1113712099.77,161851293.87,
300946.SZ,1078674201.45,130557068.25,
300946.SZ,1078674201.45,130557068.25,
300946.SZ,622872098.53,148955282.13,
300946.SZ,622872098.53,148955282.13,
300946.SZ,599234468.48,142362847.23,
300946.SZ,603608284.95,167989063.55,
300946.SZ,603608284.95,167989063.55,
300946.SZ,509559045.67,128683984.58,
300946.SZ,509559045.67,128683984.58,
300946.SZ,468308226.62,161512330.0,
300946.SZ,468308226.62,161512330.0,
300946.SZ,370257098.78,134153788.86,
300946.SZ,370257098.78,134153788.86,
