ts_code,total_assets,total_liab,goodwill
001236.SZ,9234250292.45,7348125465.53,
001236.SZ,9234250292.45,7348125465.53,
001236.SZ,12366117688.25,10643007734.73,
001236.SZ,12366117688.25,10643007734.73,
001236.SZ,9146287738.03,7458092679.49,
001236.SZ,9146287738.03,7458092679.49,
001236.SZ,8083101074.92,6400934068.24,
001236.SZ,8083101074.92,6400934068.24,
001236.SZ,6349161798.87,4702494071.37,
001236.SZ,6349161798.87,4702494071.37,
001236.SZ,4510771897.44,2911803885.93,
001236.SZ,4510771897.44,2911803885.93,
