ts_code,total_assets,total_liab,goodwill
301358.SZ,27214179211.53,15937194333.2,180235368.69
301358.SZ,27525831825.4,16552748423.54,180235368.69
301358.SZ,27525831825.4,16552748423.54,180235368.69
301358.SZ,29131955736.56,18847874998.11,180235368.69
301358.SZ,29131955736.56,18847874998.11,180235368.69
301358.SZ,26434432058.15,20719967585.89,180235368.69
301358.SZ,26434432058.15,20719967585.89,180235368.69
301358.SZ,24099360566.13,19273513689.47,180235368.69
301358.SZ,18906752443.85,14565610439.7,180235368.69
301358.SZ,8726025418.91,6019248091.45,180235368.69
301358.SZ,8726025418.91,6019248091.45,180235368.69
301358.SZ,2724984655.29,1202327451.97,180235368.69
301358.SZ,901953551.89,316462807.5,
