ts_code,total_assets,total_liab,goodwill
001278.SZ,2842730969.37,1585619610.98,
001278.SZ,2724623568.49,1493620830.18,
001278.SZ,2724623568.49,1493620830.18,
001278.SZ,2710642519.06,1484607775.57,
001278.SZ,2277484750.16,1537490702.08,
001278.SZ,2275789051.32,1537716633.1,0.0
001278.SZ,2275789051.32,1537716633.1,0.0
001278.SZ,2029612582.32,1371681399.95,
001278.SZ,1882538084.81,1273529743.24,
001278.SZ,1882538084.81,1273529743.24,
001278.SZ,1582878823.01,1071896325.12,
001278.SZ,1489093461.19,1214528450.89,
