ts_code,total_assets,total_liab,goodwill
600906.SH,46158935731.69,35129716089.56,17910191.63
600906.SH,46158935731.69,35129716089.56,17910191.63
600906.SH,42785958412.58,31872212285.36,17910191.63
600906.SH,39942103986.51,30802840166.78,17910191.63
600906.SH,39942103986.51,30802840166.78,17910191.63
600906.SH,39136067727.13,30207860220.09,17910191.63
600906.SH,39136067727.13,30207860220.09,17910191.63
600906.SH,34214372921.17,25543541835.62,17910191.63
600906.SH,34214372921.17,25543541835.62,17910191.63
600906.SH,33138962854.97,24675691979.55,17910191.63
