ts_code,total_assets,total_liab,goodwill
003039.SZ,4348648591.63,1605354859.84,37490553.84
003039.SZ,4348648591.63,1605354859.84,37490553.84
003039.SZ,4384398334.03,1750268748.16,37490553.84
003039.SZ,4445066606.13,1788859692.8,37490553.84
003039.SZ,4445066606.13,1788859692.8,37490553.84
003039.SZ,4069505348.55,1808141296.3,37490553.84
003039.SZ,4069505348.55,1808141296.3,37490553.84
003039.SZ,3786433783.0,1743270587.71,37490553.84
003039.SZ,3786433783.0,1743270587.71,37490553.84
003039.SZ,4316200757.56,2328990061.36,37490553.84
003039.SZ,4316200757.56,2328990061.36,37490553.84
003039.SZ,4169839379.23,2493378579.65,37490553.84
003039.SZ,2925378365.83,1524414186.49,27566220.84
