ts_code,total_assets,total_liab,goodwill
300949.SZ,1425544555.45,252172540.13,
300949.SZ,1425544555.45,252172540.13,
300949.SZ,1390833085.89,246828702.66,
300949.SZ,1419555954.63,287027351.7,
300949.SZ,1419555954.63,287027351.7,
300949.SZ,669512075.41,260144667.76,
300949.SZ,669512075.41,260144667.76,
300949.SZ,554083548.13,211542787.36,
300949.SZ,554083548.13,211542787.36,
300949.SZ,526396389.23,219727210.62,
300949.SZ,526396389.23,219727210.62,
300949.SZ,439308850.77,214688322.19,
300949.SZ,301304639.38,148488868.53,
