ts_code,total_assets,total_liab,goodwill
605080.SH,1791285071.35,208176625.04,16829157.63
605080.SH,1791285071.35,208176625.04,16829157.63
605080.SH,1728132020.08,190714919.61,16829157.63
605080.SH,926178115.93,188977315.63,16829157.63
605080.SH,926178115.93,188977315.63,16829157.63
605080.SH,859406778.91,183866669.57,16829157.63
605080.SH,859406778.91,183866669.57,16829157.63
605080.SH,716311744.77,200315414.67,16829157.63
605080.SH,716311744.77,200315414.67,16829157.63
605080.SH,587059024.47,205620170.46,16829157.63
