ts_code,total_assets,total_liab,goodwill
688621.SH,1016403557.08,268603910.72,26057235.99
688621.SH,1016403557.08,268603910.72,26057235.99
688621.SH,949634042.83,229222978.23,26057235.99
688621.SH,421559293.19,207365233.47,26057235.99
688621.SH,421559293.19,207365233.47,26057235.99
688621.SH,384855194.54,191936883.15,26057235.99
688621.SH,384855194.54,191936883.15,26057235.99
688621.SH,355626314.89,184985464.6,26057235.99
688621.SH,285514631.81,166758954.86,20510847.34
688621.SH,285514631.81,166758954.86,20510847.34
688621.SH,201497904.66,127675307.43,20510847.34
688621.SH,201497904.66,127675307.43,20510847.34
