ts_code,total_assets,total_liab,goodwill
301048.SZ,4124871854.54,2119835493.85,
301048.SZ,4124871854.54,2119835493.85,
301048.SZ,3474937101.86,2005659925.69,
301048.SZ,3430962578.79,2021406980.68,
301048.SZ,3430962578.79,2021406980.68,
301048.SZ,3711685842.17,2363458026.6,
301048.SZ,3711685842.17,2363458026.6,
301048.SZ,3468708772.71,2210097202.21,
301048.SZ,3468708772.71,2210097202.21,
301048.SZ,3680895409.15,2523084855.85,
301048.SZ,3680895409.15,2523084855.85,
301048.SZ,3736489538.43,2651936213.19,
301048.SZ,3393837861.9,2401265183.27,
