ts_code,total_assets,total_liab,goodwill
688209.SH,1803670988.67,105678968.21,1010912.17
688209.SH,1820218610.29,143726549.97,1010912.17
688209.SH,855202303.25,113696578.25,1010912.17
688209.SH,807068558.23,127153495.66,1010912.17
688209.SH,807068558.23,127153495.66,1010912.17
688209.SH,807068558.23,127153495.66,1010912.17
688209.SH,734039046.74,112211117.06,1010912.17
688209.SH,664774252.71,112980582.89,1010912.17
688209.SH,557541388.82,52014230.81,
688209.SH,557541388.82,52014230.81,
688209.SH,272430331.61,60754723.39,
688209.SH,272430331.61,60754723.39,
688209.SH,111945043.75,33973656.22,
