ts_code,total_assets,total_liab,goodwill
688102.SH,1441190905.39,463634328.01,
688102.SH,1427624329.42,461993183.24,
688102.SH,1464216873.11,488277166.01,
688102.SH,1280516428.97,694216665.31,
688102.SH,1280516428.97,694216665.31,
688102.SH,1280194077.2,692975424.42,
688102.SH,1280194077.2,692975424.42,
688102.SH,1194542375.82,626281204.03,
688102.SH,1194542375.82,626281204.03,
688102.SH,1162883927.54,603190535.19,
688102.SH,1057084339.33,533280846.19,
688102.SH,1057084339.33,533280846.19,
688102.SH,762500045.95,443121875.03,
688102.SH,762500045.95,443121875.03,
688102.SH,706014665.43,413441938.49,
