ts_code,total_assets,total_liab,goodwill
301322.SZ,3009291382.65,160636542.76,
301322.SZ,3066844923.27,190636433.73,
301322.SZ,3066844923.27,190636433.73,
301322.SZ,3066171903.6,208420975.99,
301322.SZ,878784620.63,182479171.03,
301322.SZ,878784620.63,182479171.03,
301322.SZ,878784620.63,182479171.03,
301322.SZ,937204200.0,,
301322.SZ,816393519.66,288537530.21,
301322.SZ,663078253.04,278620549.53,
301322.SZ,663078253.04,278620549.53,
301322.SZ,446196913.66,157510682.8,
301322.SZ,329527421.65,106756174.94,
