ts_code,total_assets,total_liab,goodwill
688163.SH,1162677480.25,42751691.7,
688163.SH,1132259195.67,44641457.29,
688163.SH,1185958845.81,29064828.23,
688163.SH,1185958845.81,29064828.23,
688163.SH,404062498.94,34116220.56,
688163.SH,404062498.94,34116220.56,
688163.SH,402891055.95,33261983.99,
688163.SH,405079901.43,39775394.54,
688163.SH,366452159.9,34271330.03,
688163.SH,312148232.39,17541809.5,
688163.SH,312148232.39,17541809.5,
688163.SH,365111966.14,28171345.55,
688163.SH,365111966.14,28171345.55,
688163.SH,290906636.09,34022154.61,
