ts_code,total_assets,total_liab,goodwill
600916.SH,11963852562.53,5561121157.12,4819658.89
600916.SH,11963852562.53,5561121157.12,4819658.89
600916.SH,10872493335.27,4626223548.83,4819658.89
600916.SH,11790182362.68,5471614425.89,4819658.89
600916.SH,9027204717.31,3749024900.56,4819658.89
600916.SH,9027204717.31,3749024900.56,4819658.89
600916.SH,11039438980.85,5932196639.68,4819658.89
600916.SH,9393482562.4,4505261421.47,
600916.SH,9393482562.4,4505261421.47,
600916.SH,8430761603.9,3683422043.78,
600916.SH,8430761603.9,3683422043.78,
600916.SH,7398122377.44,3109989815.64,
600916.SH,6450856766.58,2528822929.29,
