ts_code,total_assets,total_liab,goodwill
605398.SH,1145711925.76,200263032.74,
605398.SH,1145711925.76,200263032.74,
605398.SH,1134961192.1,195087462.74,
605398.SH,1119638424.39,177983703.11,
605398.SH,1119638424.39,177983703.11,
605398.SH,662921377.11,247279050.61,
605398.SH,662921377.11,247279050.61,
605398.SH,594792568.29,230806085.98,
605398.SH,555726313.46,196649298.97,
605398.SH,555726313.46,196649298.97,
605398.SH,547037262.76,219934878.08,
605398.SH,547037262.76,219934878.08,
605398.SH,447620864.68,208147508.72,
605398.SH,364829121.14,176156015.39,
