ts_code,total_assets,total_liab,goodwill
300964.SZ,1218517483.72,224584384.57,2238585.66
300964.SZ,1218517483.72,224584384.57,2238585.66
300964.SZ,645308972.44,224958559.6,2238585.66
300964.SZ,605616105.71,210269419.45,2238585.66
300964.SZ,605616105.71,210269419.45,2238585.66
300964.SZ,559544243.11,181927229.89,2238585.66
300964.SZ,559544243.11,181927229.89,2238585.66
300964.SZ,478917168.88,183659067.88,2238585.66
300964.SZ,478917168.88,183659067.88,2238585.66
300964.SZ,359798542.92,99661102.29,2238585.66
