ts_code,total_assets,total_liab,goodwill
300971.SZ,1087861883.28,202354110.35,
300971.SZ,1087861883.28,202354110.35,
300971.SZ,1087607469.44,224344919.02,
300971.SZ,731735051.75,207113541.56,
300971.SZ,731735051.75,207113541.56,
300971.SZ,731273540.35,229524442.4,
300971.SZ,731273540.35,229524442.4,
300971.SZ,644074013.06,202620433.57,
300971.SZ,644074013.06,202620433.57,
300971.SZ,653295991.69,213224385.36,
300971.SZ,653295991.69,213224385.36,
300971.SZ,551321597.81,160375792.6,
300971.SZ,497646285.44,142171021.59,134868.95
