ts_code,total_assets,total_liab,goodwill
301386.SZ,1772307868.95,226516832.19,
301386.SZ,1706163579.56,192708537.62,
301386.SZ,1706163579.56,192708537.62,
301386.SZ,1719173654.01,175104059.35,
301386.SZ,765429633.51,163722922.3,
301386.SZ,765429633.51,163722922.3,
301386.SZ,765429633.51,163722922.3,
301386.SZ,700364507.24,139179506.11,
301386.SZ,645606430.72,124435921.28,
301386.SZ,645606430.72,124435921.28,
301386.SZ,654061996.25,199559366.1,
301386.SZ,654061996.25,199559366.1,
301386.SZ,461636843.91,145438584.09,
301386.SZ,461636843.91,145438584.09,
